Disaster_Subgroup,Disaster_Type,Disaster_Subtype,ISO,Country,Subregion,Magnitude,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,No_Injured,No_Affected,Total_Affected,Total_Damage_Adj,CPI
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,5.6,2019,9,24.0,2019,9,24.0,39.0,746.0,129652.0,130398.0,20859.0,81.50030940991486
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,6.5,2019,10,31.0,2019,10,31.0,23.0,417.0,260286.0,260703.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,5.8,2020,2,23.0,2020,2,23.0,9.0,50.0,12426.0,3050.0,104477.5,82.50568384880243
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,9.1,2004,12,26.0,2004,12,26.0,165708.0,89.0,12426.0,532898.0,7393017.0,60.21357973293278
Hydrological,Flood,Flood (General),AFG,Afghanistan,Southern Asia,29905.0,2002,3,22.0,2002,3,22.0,19.0,21.0,120.0,120.0,107022.0,57.34184015407783
Biological,Epidemic,Infectious disease (General),AFG,Afghanistan,Southern Asia,189000.0,2002,3,28.0,2002,3,28.0,82.0,2610.0,31.0,31.0,100642.5,57.34184015407783
Hydrological,Flood,Riverine flood,TJK,Tajikistan,Central Asia,29905.0,2002,3,23.0,2002,3,23.0,19.0,21.0,390.0,630.0,107022.0,57.34184015407783
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,8.6,2005,3,28.0,2005,3,28.0,915.0,1146.0,104167.0,105313.0,104477.5,62.25647852982311
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,1170.0,2002,4,4.0,2002,4,4.0,39.0,21.0,4225.0,4225.0,107022.0,57.34184015407783
Biological,Epidemic,Infectious disease (General),AFG,Afghanistan,Southern Asia,189000.0,2002,4,10.0,2002,4,10.0,2500.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,9.1,2011,3,11.0,2011,3,11.0,19846.0,5933.0,362887.0,368820.0,292855483.0,71.7077236119433
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,6.4,2016,2,6.0,2016,2,6.0,117.0,525.0,12426.0,525.0,914899.0,76.51121620386147
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.5,2016,12,7.0,2016,12,7.0,104.0,857.0,85161.0,86018.0,130700.0,76.51121620386147
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,3650.0,2002,4,23.0,2002,4,26.0,7.0,21.0,1200.0,1200.0,107022.0,57.34184015407783
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.4,2002,4,24.0,2002,4,24.0,2.0,56.0,20000.0,20056.0,104477.5,57.34184015407783
Geophysical,Earthquake,Ground movement,GEO,Georgia,Western Asia,4.8,2002,4,25.0,2002,4,25.0,6.0,70.0,18000.0,19156.0,610375.0,57.34184015407783
Geophysical,Earthquake,Ground movement,IRQ,Iraq,Western Asia,7.3,2017,11,12.0,2017,11,12.0,10.0,469.0,5500.0,5969.0,104477.5,78.14100176276759
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.0,2018,1,23.0,2018,1,23.0,1.0,11.0,13800.0,13811.0,99938.0,80.04959625595113
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,5.5,2018,6,18.0,2018,6,18.0,5.0,417.0,20298.0,20715.0,4059983.0,80.04959625595113
Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,7.5,2018,9,28.0,2018,9,28.0,4140.0,89.0,2000000.0,2000000.0,1811377.0,80.04959625595113
Biological,Epidemic,Parasitic disease,AFG,Afghanistan,Southern Asia,189000.0,2002,1,,2002,1,28.0,31.0,2610.0,200000.0,200000.0,100642.5,57.34184015407783
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.9,2019,8,2.0,2019,8,2.0,6.0,4.0,2100.0,2104.0,104477.5,81.50030940991486
Biological,Epidemic,Parasitic disease,IND,India,Southern Asia,189000.0,2002,5,1.0,2002,5,1.0,50.0,2610.0,4950.0,4950.0,100642.5,57.34184015407783
Biological,Epidemic,Infectious disease (General),PAK,Pakistan,Southern Asia,189000.0,2002,1,,2002,1,,10.0,2610.0,25.0,25.0,100642.5,57.34184015407783
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,29905.0,2020,12,20.0,2020,12,21.0,19.0,21.0,9273.0,9273.0,107022.0,82.50568384880243
Hydrological,Flood,Flood (General),TJK,Tajikistan,Central Asia,29905.0,2002,5,14.0,2002,5,14.0,19.0,21.0,408.0,408.0,107022.0,57.34184015407783
Hydrological,Mass movement (wet),Landslide (wet),CHN,China,Eastern Asia,0.0,2002,6,14.0,2002,6,14.0,10.0,13.0,1275.5,300.0,20565.5,57.34184015407783
Hydrological,Flood,Riverine flood,TJK,Tajikistan,Central Asia,1160.0,2002,6,16.0,2002,6,18.0,8.0,21.0,25450.0,1500.0,107022.0,57.34184015407783
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,6.5,2002,6,22.0,2002,6,22.0,227.0,1300.0,110000.0,111300.0,523178.0,57.34184015407783
Biological,Epidemic,Parasitic disease,BGD,Bangladesh,Southern Asia,189000.0,2002,6,,2002,6,,96.0,2610.0,49904.0,49904.0,100642.5,57.34184015407783
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,170.0,2002,7,7.0,2002,7,9.0,33.0,41.0,700000.0,700041.0,1744.0,57.34184015407783
Biological,Epidemic,Infectious disease (General),AFG,Afghanistan,Southern Asia,189000.0,2002,7,,2002,7,,35.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,130.0,2022,10,27.0,2022,10,28.0,158.0,103.0,3323188.0,3323291.0,48844.0,93.29460735164001
Geophysical,Earthquake,Ground movement,NPL,Nepal,Southern Asia,5.7,2022,11,9.0,2022,11,9.0,6.0,8.0,30000.0,30008.0,104477.5,93.29460735164001
Biological,Epidemic,Infectious disease (General),CHN,China,Eastern Asia,189000.0,2002,7,17.0,2002,7,17.0,31.0,2610.0,1000.0,1000.0,100642.5,57.34184015407783
Biological,Epidemic,Infectious disease (General),AFG,Afghanistan,Southern Asia,189000.0,2002,7,1.0,2002,7,17.0,3.0,2610.0,6688.0,6688.0,100642.5,57.34184015407783
Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,29905.0,2002,8,5.0,2002,8,11.0,21.0,7.0,4000.0,4007.0,601655.0,57.34184015407783
Hydrological,Flood,Flash flood,TJK,Tajikistan,Central Asia,400.0,2002,8,7.0,2002,8,8.0,24.0,13.0,450.0,1713.0,4946.0,57.34184015407783
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,6.4,2022,10,25.0,2022,10,25.0,7.0,44.0,147378.0,147422.0,1501.0,93.29460735164001
Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,29905.0,2002,8,15.0,2002,8,15.0,14.0,21.0,25450.0,20000.0,107022.0,57.34184015407783
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,11,8.0,2022,11,10.0,19.0,21.0,4580.0,4580.0,107022.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2002,6,28.0,2002,6,3.0,7.0,52.0,40000.0,3000.0,97437.0,57.34184015407783
Biological,Epidemic,Viral disease,IND,India,Southern Asia,189000.0,2002,8,13.0,2002,8,13.0,86.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,4900.0,2002,8,22.0,2002,8,28.0,22.0,10.0,3000.0,3010.0,52.0,57.34184015407783
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.8,2016,5,18.0,2016,5,18.0,2.0,89.0,12426.0,5000.0,78420.0,76.51121620386147
Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,5.4,2010,1,2.0,2010,1,2.0,7.0,89.0,6706.0,7840.0,2158.0,69.51329329264284
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.0,2016,12,8.0,2016,12,8.0,7.0,89.0,9000.0,9120.0,176445.0,76.51121620386147
Meteorological,Storm,Storm (General),PAK,Pakistan,Southern Asia,144.0,2019,4,15.0,2019,4,18.0,39.0,135.0,40000.0,135.0,97437.0,81.50030940991486
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.4,2017,5,11.0,2017,5,11.0,8.0,23.0,12426.0,7623.0,157408.0,78.14100176276759
Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,29905.0,2002,9,30.0,2002,9,30.0,1.0,21.0,25450.0,1000.0,107022.0,57.34184015407783
Biological,Epidemic,Infectious disease (General),NPL,Nepal,Southern Asia,189000.0,2002,9,27.0,2002,9,27.0,32.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.6,2016,1,16.0,2016,1,16.0,1.0,22.0,1150.0,1172.0,104477.5,76.51121620386147
Biological,Epidemic,Infectious disease (General),AFG,Afghanistan,Southern Asia,189000.0,2002,10,24.0,2002,10,24.0,100.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,5.4,2002,11,2.0,2002,11,2.0,17.0,65.0,11000.0,15065.0,104477.5,57.34184015407783
Biological,Epidemic,Bacterial disease,AFG,Afghanistan,Southern Asia,189000.0,2002,9,1.0,2003,9,22.0,17.0,2610.0,115.0,115.0,100642.5,57.34184015407783
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,6.3,2002,11,20.0,2002,11,20.0,19.0,40.0,140742.0,140782.0,104477.5,57.34184015407783
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.3,2012,12,7.0,2012,12,7.0,7.0,89.0,5500.0,5500.0,131163.0,73.19159160611325
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2019,4,25.0,2019,4,26.0,2.0,21.0,2258.0,2258.0,107022.0,81.50030940991486
Biological,Epidemic,Infectious disease (General),IND,India,Southern Asia,189000.0,2002,9,1.0,2002,9,1.0,44.0,2610.0,886.0,1027.5,100642.5,57.34184015407783
Hydrological,Flood,Flood (General),MYS,Malaysia,South-eastern Asia,117492.07,2018,1,1.0,2018,1,5.0,2.0,21.0,12000.0,12000.0,107022.0,80.04959625595113
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.6,2002,9,25.0,2002,9,25.0,7.0,5.0,12426.0,5.0,104477.5,57.34184015407783
Biological,Epidemic,Bacterial disease,CHN,China,Eastern Asia,189000.0,2002,1,,2002,1,,20.0,2610.0,674.0,674.0,100642.5,57.34184015407783
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,0.0,2023,12,,2024,12,2.0,10.0,46.5,2229.0,2229.0,23153.0,97.13499263687517
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.3,2018,5,28.0,2018,5,28.0,7.0,89.0,12000.0,12000.0,36228.0,80.04959625595113
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.0,2018,8,13.0,2018,8,13.0,7.0,24.0,18000.0,18024.0,62461.0,80.04959625595113
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.8,2018,7,22.0,2018,7,22.0,7.0,287.0,4755.0,5042.0,12492.0,80.04959625595113
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,6.6,2018,9,6.0,2018,9,6.0,41.0,680.0,5600.0,6280.0,1561532.0,80.04959625595113
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.4,2019,2,28.0,2019,2,28.0,7.0,48.0,1715.0,1763.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.6,2019,7,8.0,2019,7,8.0,1.0,100.0,12426.0,2100.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,6.0,2019,7,27.0,2019,7,27.0,9.0,64.0,2963.0,3027.0,6452.0,81.50030940991486
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,6.6,2019,10,29.0,2019,10,29.0,10.0,395.0,25630.0,26025.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,6.2,2016,4,14.0,2016,4,14.0,9.0,800.0,120000.0,120800.0,104477.5,76.51121620386147
Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,5.0,2016,7,1.0,2016,7,1.0,7.0,89.0,155.0,155.0,104477.5,76.51121620386147
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.9,2019,2,25.0,2019,2,25.0,2.0,12.0,32733.0,32772.0,2454.0,81.50030940991486
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.6,2019,3,17.0,2019,3,17.0,6.0,182.0,22280.0,22462.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,5.8,2019,7,13.0,2019,7,13.0,7.0,52.0,9525.0,9577.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.0,2019,9,8.0,2019,9,8.0,1.0,63.0,15123.0,15582.0,104477.5,81.50030940991486
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,6.7,2020,1,24.0,2020,1,24.0,41.0,1607.0,69000.0,70607.0,412093.0,82.50568384880243
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.0,2017,3,26.0,2017,3,26.0,7.0,1.0,12426.0,2106.0,39672.0,78.14100176276759
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.6,2016,8,1.0,2016,8,1.0,7.0,89.0,3410.0,3410.0,104477.5,76.51121620386147
Geophysical,Earthquake,Ground movement,KGZ,Kyrgyzstan,Central Asia,6.0,2017,5,3.0,2017,5,3.0,7.0,89.0,5000.0,5000.0,104477.5,78.14100176276759
Meteorological,Extreme temperature,Severe winter conditions,PSE,State of Palestine,Western Asia,35.0,2022,1,26.0,2022,1,31.0,4.0,472.0,3500.0,3500.0,90654.0,93.29460735164001
Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,29905.0,2022,5,17.0,2022,5,30.0,141.0,21.0,7200000.0,7200000.0,495741.0,93.29460735164001
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,5.9,2022,6,21.0,2022,6,21.0,43.0,89.0,12426.0,7887.5,104477.5,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2018,3,22.0,2018,3,26.0,3.0,1.0,12000.0,12001.0,107022.0,80.04959625595113
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,46.0,2022,7,4.0,2022,7,5.0,12.0,2.0,390.0,392.0,97437.0,93.29460735164001
Hydrological,Mass movement (wet),Landslide (wet),TJK,Tajikistan,Central Asia,0.0,2003,2,26.0,2003,2,26.0,21.0,13.0,181.0,181.0,20565.5,58.6435529778532
Hydrological,Mass movement (wet),Avalanche (wet),IND,India,Southern Asia,0.0,2003,3,3.0,2003,3,3.0,25.0,13.0,1275.5,300.0,20565.5,58.6435529778532
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,14990.0,2003,4,18.0,2003,4,21.0,30.0,21.0,25450.0,1000.0,107022.0,58.6435529778532
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.4,2003,4,17.0,2003,4,17.0,7.0,89.0,3300.0,3300.0,104477.5,58.6435529778532
Hydrological,Mass movement (wet),Mudslide,TJK,Tajikistan,Central Asia,0.0,2003,4,13.0,2003,4,25.0,1.0,13.0,6000.0,6000.0,69914.0,58.6435529778532
Hydrological,Flood,Flood (General),TUR,Türkiye,Western Asia,29905.0,2022,6,11.0,2022,6,15.0,3.0,21.0,115.0,115.0,107022.0,93.29460735164001
Hydrological,Flood,Riverine flood,AZE,Azerbaijan,Western Asia,30870.0,2003,4,16.0,2003,4,4.0,19.0,21.0,30000.0,31500.0,93787.0,58.6435529778532
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,4.6,2003,4,10.0,2003,4,10.0,1.0,1.0,12426.0,1001.0,104477.5,58.6435529778532
Geophysical,Earthquake,Ground movement,KAZ,Kazakhstan,Central Asia,5.5,2003,5,23.0,2003,5,23.0,3.0,626.0,36000.0,36626.0,104477.5,58.6435529778532
Biological,Epidemic,Bacterial disease,IRQ,Iraq,Western Asia,189000.0,2003,4,28.0,2003,4,29.0,31.0,2610.0,17227.0,17227.0,100642.5,58.6435529778532
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,5,21.0,2022,5,24.0,19.0,1.0,17200.0,17201.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),IND,India,Southern Asia,29905.0,2022,5,17.0,2022,5,31.0,2035.0,1260.0,1300000.0,1301260.0,4501868.0,93.29460735164001
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,2650.0,2003,6,16.0,2003,6,21.0,13.0,21.0,100.0,100.0,107022.0,58.6435529778532
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.2,2003,7,3.0,2003,7,3.0,7.0,1.0,1090.0,1091.0,104477.5,58.6435529778532
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,1440.0,2003,7,12.0,2003,7,15.0,33.0,21.0,25450.0,250.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,JPN,Japan,Eastern Asia,8080.0,2003,7,19.0,2003,7,21.0,23.0,14.0,800.0,814.0,11937.0,58.6435529778532
Meteorological,Storm,Lightning/Thunderstorms,IND,India,Southern Asia,144.0,2018,4,11.0,2018,4,11.0,42.0,200.0,40000.0,200.0,124923.0,80.04959625595113
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2022,7,24.0,2022,7,1.0,13.0,20.0,25450.0,20.0,107022.0,93.29460735164001
Hydrological,Mass movement (wet),Landslide (wet),NPL,Nepal,Southern Asia,0.0,2022,7,15.0,2022,7,18.0,22.0,40.0,510.0,550.0,20565.5,93.29460735164001
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,29905.0,2022,8,16.0,2022,8,21.0,156.0,124.0,249900.0,250024.0,107022.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,144.0,2022,9,4.0,2022,9,6.0,12.0,3.0,36000.0,36003.0,97437.0,93.29460735164001
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,6.0,2022,9,11.0,2022,9,11.0,7.0,3.0,6000.0,6003.0,104477.5,93.29460735164001
Meteorological,Storm,Hail,CHN,China,Eastern Asia,144.0,2002,7,19.0,2002,7,19.0,25.0,200.0,40000.0,200.0,97437.0,57.34184015407783
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,85.0,2002,11,14.0,2002,11,14.0,49.0,52.0,40000.0,14400.0,97437.0,57.34184015407783
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,0.0,2001,7,16.0,2001,7,16.0,27.0,13.0,1275.5,300.0,20565.5,56.44657635473563
Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,29905.0,2003,8,8.0,2003,8,12.0,19.0,21.0,13000.0,13000.0,107022.0,58.6435529778532
Hydrological,Flood,Flood (General),JPN,Japan,Eastern Asia,29905.0,2022,8,2.0,2022,8,8.0,2.0,8.0,11100.0,11108.0,151134.0,93.29460735164001
Meteorological,Extreme temperature,Heat wave,JPN,Japan,Eastern Asia,37.0,2022,6,20.0,2022,6,1.0,80.0,14300.0,75000.0,14300.0,90654.0,93.29460735164001
Hydrological,Flood,Flood (General),GEO,Georgia,Western Asia,29905.0,2022,6,21.0,2022,6,26.0,19.0,21.0,5200.0,5200.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,29905.0,2022,7,17.0,2022,7,26.0,2.0,21.0,2300.0,2300.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),LAO,Lao People's Democratic Republic,South-eastern Asia,29905.0,2022,8,7.0,2022,8,10.0,1.0,2.0,42550.0,42552.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,29905.0,2022,9,9.0,2022,9,17.0,15.0,11.0,500.0,511.0,107022.0,93.29460735164001
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,6.5,2022,9,18.0,2022,9,18.0,1.0,140.0,12426.0,140.0,53594.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,65.0,2022,9,25.0,2022,9,25.0,3.0,52.0,13323.0,13323.0,806049.0,93.29460735164001
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,29905.0,2022,10,4.0,2022,10,9.0,10.0,2.0,40000.0,40002.0,107022.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2022,10,13.0,2022,10,13.0,12.0,52.0,7000.0,7000.0,19294.0,93.29460735164001
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2022,10,15.0,2022,10,16.0,12.0,52.0,100.0,100.0,429.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,10,3.0,2022,10,21.0,5.0,3.0,200.0,203.0,107022.0,93.29460735164001
Biological,Epidemic,Viral disease,IND,India,Southern Asia,189000.0,2003,6,1.0,2003,6,9.0,31.0,2610.0,2185.0,2185.0,100642.5,58.6435529778532
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,150.0,2001,7,24.0,2001,7,24.0,12.0,52.0,23250.0,23250.0,150585.0,56.44657635473563
Biological,Epidemic,Bacterial disease,TJK,Tajikistan,Central Asia,189000.0,2003,10,,2003,10,,31.0,2610.0,256.0,256.0,100642.5,58.6435529778532
Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,29905.0,2022,8,10.0,2022,8,10.0,19.0,21.0,25450.0,20000.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,29905.0,2022,8,7.0,2022,8,10.0,14.0,18.0,11400.0,11418.0,453402.0,93.29460735164001
Hydrological,Flood,Flash flood,MNG,Mongolia,Eastern Asia,29905.0,2022,6,,2022,6,26.0,19.0,21.0,4269.0,4269.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),NPL,Nepal,Southern Asia,29905.0,2022,8,2.0,2022,8,31.0,132.0,21.0,5500.0,5500.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),YEM,Yemen,Western Asia,29905.0,2022,7,23.0,2022,7,5.0,77.0,21.0,175000.0,175000.0,107022.0,93.29460735164001
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2022,7,5.0,2022,7,12.0,7.0,21.0,3126.0,3126.0,107022.0,93.29460735164001
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,6.6,2003,12,26.0,2003,12,26.0,26796.0,22628.0,200000.0,267628.0,852609.0,58.6435529778532
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,4.5,2003,7,26.0,2003,7,26.0,7.0,89.0,240.0,240.0,104477.5,58.6435529778532
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.0,2003,12,11.0,2003,12,11.0,7.0,5.0,710.0,725.0,104477.5,58.6435529778532
Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,3519.0,2003,9,5.0,2003,9,9.0,36.0,20.0,25450.0,20.0,107022.0,58.6435529778532
Hydrological,Flood,Flood (General),YEM,Yemen,Western Asia,29905.0,2022,6,,2022,6,,19.0,21.0,41000.0,41000.0,107022.0,93.29460735164001
Biological,Epidemic,Viral disease,THA,Thailand,South-eastern Asia,189000.0,2003,10,15.0,2004,10,24.0,7.0,2610.0,4.0,4.0,100642.5,58.6435529778532
Biological,Epidemic,Viral disease,VNM,Viet Nam,South-eastern Asia,189000.0,2003,10,15.0,2004,10,24.0,15.0,2610.0,8.0,8.0,100642.5,58.6435529778532
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,5.8,2003,4,10.0,2003,4,10.0,7.0,170.0,12426.0,170.0,104477.5,58.6435529778532
Hydrological,Mass movement (wet),Avalanche (wet),IRN,Iran (Islamic Republic of),Southern Asia,0.0,2003,2,26.0,2003,2,26.0,20.0,4.0,1275.5,4.0,20565.5,58.6435529778532
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.7,2023,1,18.0,2023,1,18.0,7.0,252.0,41426.0,41678.0,51475.0,97.13499263687517
